Rank,Freq,Infinitiv,Präsens_ich,Präsens_ich*,Präsens_du,Präsens_du*,"Präsens_er, sie, es",Präteritum_ich,Präteritum_ich*,Partizip II,Partizip II*,Konjunktiv II_ich,Konjunktiv II_ich*,Imperativ Singular,Imperativ Singular*,Imperativ Singular 2,Imperativ Plural,Imperativ Plural*,Hilfsverb,Hilfsverb*,Bild,Bild 1,Bild 2,Bild 3,Bild 4
2595,159,unterstreichen,unterstreiche,,unterstreichst,,unterstreicht,unterstrich,,unterstrichen,,unterstriche,,unterstreich,unterstreiche,,unterstreicht,,haben,,,,,,
2596,159,vergelten,vergelte,,vergiltst,,vergilt,vergalt,,vergolten,,vergälte,vergölte,vergilt,,,vergeltet,,haben,,,,,,
2597,158,erörtern,erörtere,,erörterst,,erörtert,erörterte,,erörtert,,erörterte,,erörtere,,,erörtert,,haben,,,,,,
2598,158,ausladen,lade aus,,lädst aus,,lädt aus,lud aus,,ausgeladen,,lüde aus,,lad aus,lade aus,,ladet aus,,haben,,,,,,
2599,158,mogeln,mogle,mogele,mogelst,,mogelt,mogelte,,gemogelt,,mogelte,,mogle,mogele,,mogelt,,haben,,,,,,
2600,158,abwickeln,wickele ab,,wickelst ab,,wickelt ab,wickelte ab,,abgewickelt,,wickelte ab,,wickle ab,wickele ab,,wickelt ab,,haben,,,,,,
2601,158,erbringen,erbringe,,erbringst,,erbringt,erbrachte,,erbracht,,erbrächte,,erbring,erbringe,,erbringt,,haben,,,,,,
2602,158,reinschauen,schaue rein,,schaust rein,,schaut rein,schaute rein,,reingeschaut,,schaute rein,,schau rein,schaue rein,,schaut rein,,haben,,,,,,
2603,158,verdursten,verdurste,,verdurstest,,verdurstet,verdurstete,,verdurstet,,verdurstete,,verdurst,verdurste,,verdurstet,,sein,,,,,,
2604,158,erwärmen,erwärme,,erwärmst,,erwärmt,erwärmte,,erwärmt,,erwärmte,,erwärm,erwärme,,erwärmt,,haben,,,,,,
2605,158,durchlesen,lese durch,,liest durch,,liest durch,las durch,,durchgelesen,,läse durch,,lies durch,,,lest durch,,haben,,,,,,
2606,158,schrammen,schramme,,schrammst,,schrammt,schrammte,,geschrammt,,schrammte,,schramm,schramme,,schrammt,,haben,sein,,,,,
2607,158,tuten,tute,,tutest,,tutet,tutete,,getutet,,tutete,,tut,tute,,tutet,,haben,,,,,,
2608,158,flaggen,flagge,,flaggst,,flaggt,flaggte,,geflaggt,,flaggte,,flagg,flagge,,flaggt,,haben,,Germanwings Headquarter 2015 4.jpg|60px|1|auf halbmast ''geflaggt'',,,,
2609,158,verfrachten,verfrachte,,verfrachtest,,verfrachtet,verfrachtete,,verfrachtet,,verfrachtete,,verfracht,verfrachte,,verfrachtet,,haben,,,,,,
2610,158,verblassen,verblasse,,verblasst,,verblasst,verblasste,,verblasst,,verblasste,,verblass,verblasse,,verblasst,,sein,,,,,,
2611,158,verspannen,verspanne,,verspannst,,verspannt,verspannte,,verspannt,,verspannte,,verspann,verspanne,,verspannt,,haben,,,,,,
2612,157,spotten,spotte,,spottest,,spottet,spottete,,gespottet,,spottete,,spotte,,,spottet,,haben,,,,,,
2613,157,verschmutzen,verschmutze,,verschmutzt,,verschmutzt,verschmutzte,,verschmutzt,,verschmutzte,,verschmutze,verschmutz,,verschmutzt,,haben,,,,,,
2614,157,kontakten,kontakte,,kontaktest,,kontaktet,kontaktete,,kontaktet,,kontaktete,,kontakte,,,kontaktet,,haben,,,,,,
2615,157,bereisen,bereise,,bereist,,bereist,bereiste,,bereist,,bereiste,,bereis,bereise,,bereist,,haben,,,,,,
2616,157,überrollen,überrolle,,überrollst,,überrollt,überrollte,,überrollt,,überrollte,,überroll,überrolle,,überrollt,,haben,,,,,,
2617,156,hintreten,trete hin,,trittst hin,,tritt hin,trat hin,,hingetreten,,träte hin,,tritt hin,,,tretet hin,,haben,sein,,,,,
2618,156,projizieren,projiziere,,projizierst,,projiziert,projizierte,,projiziert,,projizierte,,projiziere,projizier,,projiziert,,haben,,,,,,
2619,156,durchlassen,lasse durch,,lässt durch,,lässt durch,ließ durch,,durchgelassen,,ließe durch,,lasse durch,,,lasst durch,,haben,,,,,,
2620,156,hochfahren,fahre hoch,,fährst hoch,,fährt hoch,fuhr hoch,,hochgefahren,,führe hoch,,fahr hoch,fahre hoch,,fahrt hoch,,haben,sein,,,,,
2621,156,überwiegen,überwiege,,überwiegst,,überwiegt,überwog,,überwogen,,überwöge,,überwieg,überwiege,,überwiegt,,haben,,"VidGajsek - Break your vine bottle.jpg|210px|1, 2|grüne Farbtöne ''überwiegen''",,,,
2622,156,spaßen,spaße,,spaßt,,spaßt,spaßte,,gespaßt,,spaßte,,spaße,,,spaßet,spaßt,haben,,,,,,
2623,156,seilen,seile,,seilst,,seilt,seilte,,geseilt,,seilte,,seil,seile,,seilt,,haben,,,,,,
2624,156,zusetzen,setze zu,,setzt zu,,setzt zu,setzte zu,,zugesetzt,,setzte zu,,setz zu,setze zu,,setzt zu,,haben,,,,,,
2625,155,kompensieren,kompensiere,,kompensierst,,kompensiert,kompensierte,,kompensiert,,kompensierte,,kompensiere,kompensier,,kompensiert,,haben,,,,,,
2626,155,beliefern,beliefere,,belieferst,,beliefert,belieferte,,beliefert,,belieferte,,beliefere,,,beliefert,,haben,,,,,,
2627,155,herankommen,komme heran,,kommst heran,,kommt heran,kam heran,,herangekommen,,käme heran,,komm heran,,,kommt heran,,sein,,,,,,
2628,155,ragen,rage,,ragst,,ragt,ragte,,geragt,,ragte,,rag,rage,,ragt,,haben,,,,,,
2629,155,anbrüllen,brülle an,,brüllst an,,brüllt an,brüllte an,,angebrüllt,,brüllte an,,brüll an,brülle an,,brüllt an,,haben,,,,,,
2630,155,korken,korke,,korkst,,korkt,korkte,,gekorkt,,korkte,,kork,korke,,korkt,,haben,,,,,,
2631,154,entheben,enthebe,,enthebst,,enthebt,enthob,,enthoben,,enthöbe,enthübe,entheb,enthebe,,enthebt,,haben,,,,,,
2632,154,fotzen,fotze,,fotzt,,fotzt,fotzte,,gefotzt,,fotzte,,fotz,fotze,,fotzt,,haben,,,,,,
2633,154,perfektionieren,perfektioniere,,perfektionierst,,perfektioniert,perfektionierte,,perfektioniert,,perfektionierte,,perfektioniere,perfektionier,,perfektioniert,,haben,,,,,,
2634,154,anmalen,male an,,malst an,,malt an,malte an,,angemalt,,malte an,,mal an,male an,,malt an,,haben,,,,,,
2635,154,sohlen,sohle,,sohlst,,sohlt,sohlte,,gesohlt,,sohlte,,sohl,sohle,,sohlt,,haben,,,,,,
2636,154,beurlauben,beurlaube,,beurlaubst,,beurlaubt,beurlaubte,,beurlaubt,,beurlaubte,,beurlaub,beurlaube,,beurlaubt,,haben,,,,,,
2637,154,erwirken,erwirke,,erwirkst,,erwirkt,erwirkte,,erwirkt,,erwirkte,,erwirk,erwirke,,erwirkt,,haben,,,,,,
2638,154,ausstechen,steche aus,,stichst aus,,sticht aus,stach aus,,ausgestochen,,stäche aus,,stich aus,,,stecht aus,,haben,,Emporte piece bonhomme.jpg|thumb|3|eine [[Figur]] ''ausstechen'',,,,
2639,154,zusammenfügen,füge zusammen,,fügst zusammen,,fügt zusammen,fügte zusammen,,zusammengefügt,,fügte zusammen,,füg zusammen,füge zusammen,,fügt zusammen,,haben,,,,,,
2640,154,zurückführen,führe zurück,,führst zurück,,führt zurück,führte zurück,,zurückgeführt,,führte zurück,,führ zurück,führe zurück,,führt zurück,,haben,,,,,,
2641,153,vergeigen,vergeige,,vergeigst,,vergeigt,vergeigte,,vergeigt,,vergeigte,,vergeig,vergeige,,vergeigt,,haben,,,,,,
2642,153,mitreißen,reiße mit,,reißt mit,,reißt mit,riss mit,,mitgerissen,,risse mit,,reiß mit,,,reißt mit,,haben,,,,,,
2643,153,aufbleiben,bleibe auf,,bleibst auf,,bleibt auf,blieb auf,,aufgeblieben,,bliebe auf,,bleibe auf,bleib auf,,bleibt auf,,sein,,,,,,
2644,153,bewähren,bewähre,,bewährst,,bewährt,bewährte,,bewährt,,bewährte,,bewähr,bewähre,,bewährt,,haben,,,,,,
2645,153,auftauen,taue auf,,taust auf,,taut auf,taute auf,,aufgetaut,,taute auf,,tau auf,taue auf,,taut auf,,haben,sein,,,,,
2646,153,auseinandernehmen,nehme auseinander,,nimmst auseinander,,nimmt auseinander,nahm auseinander,,auseinandergenommen,,nähme auseinander,,nimm auseinander,,,nehmt auseinander,,haben,,,,,,
2647,153,vernarren,vernarre,,vernarrst,,vernarrt,vernarrte,,vernarrt,,vernarrte,,vernarr,vernarre,,vernarrt,,haben,,,,,,
2648,152,verleumden,verleumde,,verleumdest,,verleumdet,verleumdete,,verleumdet,,verleumdete,,verleumde,,,verleumdet,,haben,,,,,,
2649,152,anmaßen,maße an,,maßt an,,maßt an,maßte an,,angemaßt,,maßte an,,maß an,maße an,,maßt an,,haben,,,,,,
2650,152,zirpen,zirpe,,zirpst,,zirpt,zirpte,,gezirpt,,zirpte,,zirp,zirpe,,zirpt,,haben,,,,,,
2651,152,zieren,ziere,,zierst,,ziert,zierte,,geziert,,zierte,,zier,ziere,,ziert,,haben,,,,,,
2652,151,dominieren,dominiere,,dominierst,,dominiert,dominierte,,dominiert,,dominierte,,dominier,dominiere,,dominiert,,haben,,,,,,
2653,151,wälzen,wälze,,wälzt,,wälzt,wälzte,,gewälzt,,wälzte,,wälze,,,wälzt,,haben,,,,,,
2654,151,verstreichen,verstreiche,,verstreichst,,verstreicht,verstrich,,verstrichen,,verstriche,,verstreiche,,,verstreicht,,haben,,Farbroller.jpg|300px|1|mit dem Pinsel wurde Farbe ''verstrichen'',,,,
2655,151,abraten,rate ab,,rätst ab,,rät ab,riet ab,,abgeraten,,riete ab,,rat ab,rate ab,,ratet ab,,haben,,,,,,
2656,150,schinden,schinde,,schindest,,schindet,schindete,schund,geschunden,,schindete,schünde,schinde,schind,,schindet,,haben,,,,,,
2657,150,abfackeln,fackele ab,fackle ab,fackelst ab,,fackelt ab,fackelte ab,,abgefackelt,,fackelte ab,,fackele ab,fackle ab,,fackelt ab,,haben,,,,,,
2658,150,texten,texte,,textest,,textet,textete,,getextet,,textete,,text,texte,,textet,,haben,,,,,,
2659,150,stricken,stricke,,strickst,,strickt,strickte,,gestrickt,,strickte,,stricke,strick,,strickt,,haben,,,,,,
2660,150,beglückwünschen,beglückwünsche,,beglückwünschst,beglückwünscht,beglückwünscht,beglückwünschte,,beglückwünscht,,beglückwünschte,,beglückwünsche,,,beglückwünscht,,haben,,,,,,
2661,150,entledigen,entledige,,entledigst,,entledigt,entledigte,,entledigt,,entledigte,,entledig,entledige,,entledigt,,haben,,,,,,
2662,150,zerhacken,zerhacke,,zerhackst,,zerhackt,zerhackte,,zerhackt,,zerhackte,,zerhack,zerhacke,,zerhackt,,haben,,,,,,
2663,149,zufriedenstellen,stelle zufrieden,,stellst zufrieden,,stellt zufrieden,stellte zufrieden,,zufriedengestellt,,stellte zufrieden,,stelle zufrieden,,,stellt zufrieden,,haben,,,,,,
2664,149,verwesen,verwese,,verwest,,verwest,verweste,,verwest,,verweste,,verwes,verwese,,verwest,,sein,,,,,,
2665,149,ausleben,lebe aus,,lebst aus,,lebt aus,lebte aus,,ausgelebt,,lebte aus,,leb aus,lebe aus,,lebt aus,,haben,,,,,,
2666,149,durchsickern,sickere durch,,sickerst durch,,sickert durch,sickerte durch,,durchgesickert,,sickerte durch,,sickere durch,,,sickert durch,,sein,,,,,,
2667,149,hinausgehen,gehe hinaus,,gehst hinaus,,geht hinaus,ging hinaus,,hinausgegangen,,ginge hinaus,,geh hinaus,gehe hinaus,,geht hinaus,,sein,,,,,,
2668,149,zutun,tue zu,,tust zu,,tut zu,tat zu,,zugetan,,täte zu,,tu zu,tue zu,,tut zu,,haben,,,,,,
2669,148,ausscheiden,scheide aus,,scheidest aus,,scheidet aus,schied aus,,ausgeschieden,,schiede aus,,scheide aus,,,scheidet aus,,haben,sein,,,,,
2670,148,konsumieren,konsumiere,,konsumierst,,konsumiert,konsumierte,,konsumiert,,konsumierte,,konsumiere,konsumier,,konsumiert,,haben,,,,,,
2671,148,verkommen,verkomme,,verkommst,,verkommt,verkam,,verkommen,,verkäme,,verkomme,verkomm,,verkommt,,sein,,,,,,
2672,148,ballen,balle,,ballst,,ballt,ballte,,geballt,,ballte,,balle,ball,,ballt,ballet,haben,,,,,,
2673,148,verfangen,verfange,,verfängst,,verfängt,verfing,,verfangen,,verfinge,,verfang,verfange,,verfangt,,haben,,,,,,
2674,148,verdreifachen,verdreifache,,verdreifachst,,verdreifacht,verdreifachte,,verdreifacht,,verdreifachte,,verdreifach,verdreifache,,verdreifacht,,haben,,,,,,
2675,148,reproduzieren,reproduziere,,reproduzierst,,reproduziert,reproduzierte,,reproduziert,,reproduzierte,,reproduzier,reproduziere,,reproduziert,,haben,,,,,,
2676,148,einplanen,plane ein,,planst ein,,plant ein,plante ein,,eingeplant,,plante ein,,plan ein,plane ein,,plant ein,,haben,,,,,,
2677,147,aussaugen,sauge aus,,saugst aus,,saugt aus,sog aus,saugte aus,ausgesogen,ausgesaugt,söge aus,saugte aus,sauge aus,,,saugt aus,sauget aus,haben,,,,,,
2678,147,knabbern,knabbere,,knabberst,,knabbert,knabberte,,geknabbert,,knabberte,,knabber,knabbere,,knabbert,,haben,,,,,,
2679,147,desertieren,desertiere,,desertierst,,desertiert,desertierte,,desertiert,,desertierte,,desertiere,desertier,,desertiert,,sein,haben,,,,,
2680,147,nominieren,nominiere,,nominierst,,nominiert,nominierte,,nominiert,,nominierte,,nominiere,nominier,,nominiert,,haben,,,,,,
2681,147,bezichtigen,bezichtige,,bezichtigst,,bezichtigt,bezichtigte,,bezichtigt,,bezichtigte,,bezichtige,,,bezichtigt,,haben,,,,,,
2682,147,appellieren,appelliere,,appellierst,,appelliert,appellierte,,appelliert,,appellierte,,appelliere,appellier,,appelliert,,haben,,,,,,
2683,147,wirbeln,wirble,,wirbelst,,wirbelt,wirbelte,,gewirbelt,,wirbelte,,wirble,,,wirbelt,,haben,,,,,,
2684,147,panzern,panzere,,panzerst,,panzert,panzerte,,gepanzert,,panzerte,,panzere,panzer,,panzert,,haben,,,,,,
2685,147,entsetzen,entsetze,,entsetzt,,entsetzt,entsetzte,,entsetzt,,entsetzte,,entsetz,entsetze,,entsetzt,,haben,,,,,,
2686,146,kicken,kicke,,kickst,,kickt,kickte,,gekickt,,kickte,,kick,kicke,,kickt,,haben,,Youth-soccer-indiana.jpg|thumb|2|[[Kind]]er beim ''Kicken'',,,,
2687,146,zutragen,trage zu,,trägst zu,,trägt zu,trug zu,,zugetragen,,trüge zu,,trag zu,trage zu,,tragt zu,,haben,,,,,,
2688,146,verstimmen,verstimme,,verstimmst,,verstimmt,verstimmte,,verstimmt,,verstimmte,,verstimme,,,verstimmt,,haben,,,,,,
2689,146,einleben,lebe ein,,lebst ein,,lebt ein,lebte ein,,eingelebt,,lebte ein,,leb ein,lebe dich ein,,lebt ein,,haben,,,,,,
2690,146,entstellen,entstelle,,entstellst,,entstellt,entstellte,,entstellt,,entstellte,,entstell,entstelle,,entstellt,,haben,,,,,,
2691,146,zuwerfen,werfe zu,,wirfst zu,,wirft zu,warf zu,,zugeworfen,,würfe zu,,wirf zu,,,werft zu,,haben,,,,,,
2692,145,adressieren,adressiere,,adressierst,,adressiert,adressierte,,adressiert,,adressierte,,adressiere,adressier,,adressiert,,haben,,,,,,
2693,145,ärschen,ärsche,,ärschst,,ärscht,ärschte,,geärscht,,ärschte,,ärsche,,,ärscht,,haben,,,,,,
2694,145,einwenden,wende ein,,wendest ein,,wendet ein,wandte ein,wendete ein,eingewandt,eingewendet,wandte ein,wendete ein,wend ein,wende ein,,wendet ein,,haben,,,,,,
2695,145,verwählen,verwähle,,verwählst,,verwählt,verwählte,,verwählt,,verwählte,,verwähl,verwähle,,verwählt,,haben,,,,,,
2696,145,volltanken,tanke voll,,tankst voll,,tankt voll,tankte voll,,vollgetankt,,tankte voll,,tank voll,tanke voll,,tankt voll,,haben,,,,,,
2697,145,auftischen,tische auf,,tischst auf,,tischt auf,tischte auf,,aufgetischt,,tischte auf,,tisch auf,tische auf,,tischt auf,,haben,,"Bundesarchiv Bild 183-L0202-0301, Berlin, &quot;Haus Budapest&quot;, ungarischer Kellner.jpg|320px|1|Der Kellner ''tischt'' den Gästen ''auf.''",,,,
2698,145,einreisen,reise ein,,reist ein,,reist ein,reiste ein,,eingereist,,reiste ein,,reis ein,reise ein,,reist ein,,sein,,,,,,
2699,144,nachprüfen,prüfe nach,,prüfst nach,,prüft nach,prüfte nach,,nachgeprüft,,prüfte nach,,prüf nach,prüfe nach,,prüft nach,,haben,,,,,,
2700,144,fasten,faste,,fastest,,fastet,fastete,,gefastet,,fastete,,fast,faste,,fastet,,haben,,,,,,
2701,144,ausbauen,baue aus,,baust aus,,baut aus,baute aus,,ausgebaut,,baute aus,,bau aus,baue aus,,baut aus,,haben,,,,,,
2702,144,verwehen,verwehe,,verwehst,,verweht,verwehte,,verweht,,verwehte,,verwehe,,,verweht,,sein,haben,,,,,
2703,144,zustellen,stelle zu,,stellst zu,,stellt zu,stellte zu,,zugestellt,,stellte zu,,stell zu,stelle zu,,stellt zu,,haben,,,,,,
2704,144,entziffern,entziffere,,entzifferst,,entziffert,entzifferte,,entziffert,,entzifferte,,entziffer,entziffere,,entziffert,,haben,,,,,,
2705,144,riegeln,riegele,,riegelst,,riegelt,riegelte,,geriegelt,,riegelte,,riegel,riegle,,riegelt,,haben,,,,,,
2706,144,dabeihaben,habe dabei,,hast dabei,,hat dabei,hatte dabei,,dabeigehabt,,hätte dabei,,hab dabei,habe dabei,,habt dabei,,haben,,,,,,
2707,144,verschiffen,verschiffe,,verschiffst,,verschifft,verschiffte,,verschifft,,verschiffte,,verschiff,verschiffe,,verschifft,,haben,,,,,,
2708,143,urinieren,uriniere,,urinierst,,uriniert,urinierte,,uriniert,,urinierte,,uriniere,urinier,,uriniert,,haben,,,,,,
2709,143,raunen,raune,,raunst,,raunt,raunte,,geraunt,,raunte,,raun,raune,,raunt,,haben,,,,,,
2710,143,schnurren,schnurre,,schnurrst,,schnurrt,schnurrte,,geschnurrt,,schnurrte,,schnurre,,,schnurrt,,haben,,,,,,
2711,143,ausweiden,weide aus,,weidest aus,,weidet aus,weidete aus,,ausgeweidet,,weidete aus,,weid aus,weide aus,,weidet aus,,haben,,,,,,
2712,143,disqualifizieren,disqualifiziere,,disqualifizierst,,disqualifiziert,disqualifizierte,,disqualifiziert,,disqualifizierte,,disqualifizier,disqualifiziere,,disqualifiziert,,haben,,,,,,
2713,143,zudrücken,drücke zu,,drückst zu,,drückt zu,drückte zu,,zugedrückt,,drückte zu,,drück zu,drücke zu,,drückt zu,,haben,,,,,,
2714,142,unterbinden,unterbinde,,unterbindest,,unterbindet,unterband,,unterbunden,,unterbände,,unterbinde,,,unterbindet,,haben,,,,,,
2715,142,entern,entere,,enterst,,entert,enterte,,geentert,,enterte,,entere,,,entert,,haben,,,,,,
2716,141,fungieren,fungiere,,fungierst,,fungiert,fungierte,,fungiert,,fungierte,,fungier,fungiere,,fungiert,,haben,,,,,,
2717,141,nörgeln,nörgle,,nörgelst,,nörgelt,nörgelte,,genörgelt,,nörgelte,,nörgle,,,nörgelt,,haben,,,,,,
2718,141,mitzählen,zähle mit,,zählst mit,,zählt mit,zählte mit,,mitgezählt,,zählte mit,,zähl mit,zähle mit,,zählt mit,,haben,,,,,,
2719,141,beilegen,lege bei,,legst bei,,legt bei,legte bei,,beigelegt,,legte bei,,leg bei,lege bei,,legt bei,,haben,,,,,,
2720,141,besudeln,besudle,,besudelst,,besudelt,besudelte,,besudelt,,besudelte,,besudle,besudel,,besudelt,,haben,,,,,,
2721,141,abgewöhnen,gewöhne ab,,gewöhnst ab,,gewöhnt ab,gewöhnte ab,,abgewöhnt,,gewöhnte ab,,gewöhn ab,gewöhne ab,,gewöhnt ab,,haben,,,,,,
2722,141,blöken,blöke,,blökst,,blökt,blökte,,geblökt,,blökte,,blöke,,,blökt,,haben,,,,,,
2723,141,liquidieren,liquidiere,,liquidierst,,liquidiert,liquidierte,,liquidiert,,liquidierte,,liquidier,liquidiere,,liquidiert,,haben,,,,,,
2724,141,besprühen,besprühe,,besprühst,,besprüht,besprühte,,besprüht,,besprühte,,besprüh,besprühe,,besprüht,,haben,,,,,,
2725,140,erröten,erröte,,errötest,,errötet,errötete,,errötet,,errötete,,erröte,,,errötet,,sein,,,,,,
2726,140,umfassen,umfasse,,umfasst,,umfasst,umfasste,,umfasst,,umfasste,,umfasse,,,umfasst,umfasset,haben,,,,,,
2727,140,schockieren,schockiere,,schockierst,,schockiert,schockierte,,schockiert,,schockierte,,schockiere,schockier,,schockiert,,haben,,,,,,
2728,140,verbürgen,verbürge,,verbürgst,,verbürgt,verbürgte,,verbürgt,,verbürgte,,verbürg,verbürge,,verbürgt,,haben,,,,,,
2729,140,aufschnappen,schnappe auf,,schnappst auf,,schnappt auf,schnappte auf,,aufgeschnappt,,schnappte auf,,schnappe auf,schnapp auf,,schnappt auf,,haben,sein,,,,,
2730,140,anlaufen,laufe an,,läufst an,,läuft an,lief an,,angelaufen,,liefe an,,lauf an,laufe an,,lauft an,,sein,,,,,,
2731,140,hochklettern,kletter hoch,klettere hoch,kletterst hoch,,klettert hoch,kletterte hoch,,hochgeklettert,,kletterte hoch,,kletter hoch,klettere hoch,,klettert hoch,,sein,,,,,,
2732,139,ausdehnen,dehne aus,,dehnst aus,,dehnt aus,dehnte aus,,ausgedehnt,,dehnte aus,,dehn aus,dehne aus,,dehnt aus,,haben,,,,,,
2733,139,spreizen,spreize,,spreizt,,spreizt,spreizte,,gespreizt,,spreizte,,spreize,,,spreizt,,haben,,,,,,
2734,139,zunähen,nähe zu,,nähst zu,,näht zu,nähte zu,,zugenäht,,nähte zu,,nähe zu,,,näht zu,,haben,,,,,,
2735,139,freimachen,mache frei,,machst frei,,macht frei,machte frei,,freigemacht,,machte frei,,mach frei,mache frei,,macht frei,,haben,,,,,,
2736,139,mitarbeiten,arbeite mit,,arbeitest mit,,arbeitet mit,arbeitete mit,,mitgearbeitet,,arbeitete mit,,arbeite mit,arbeit mit,,arbeitet mit,,haben,,,,,,
2737,138,verlernen,verlerne,,verlernst,,verlernt,verlernte,,verlernt,,verlernte,,verlern,verlerne,,verlernt,,haben,,,,,,
2738,138,schlummern,schlummere,,schlummerst,,schlummert,schlummerte,,geschlummert,,schlummerte,,schlummere,,,schlummert,,haben,,,,,,
2739,138,festigen,festige,,festigst,,festigt,festigte,,gefestigt,,festigte,,festige,,,festigt,,haben,,,,,,
2740,138,mäßigen,mäßige,,mäßigst,,mäßigt,mäßigte,,gemäßigt,,mäßigte,,mäßige,,,mäßigt,,haben,,,,,,
2741,138,düsen,düse,,düst,,düst,düste,,gedüst,,düste,,düs,düse,,düst,,sein,,,,,,
2742,138,verkohlen,verkohle,,verkohlst,,verkohlt,verkohlte,,verkohlt,,verkohlte,,verkohl,verkohle,,verkohlt,,sein,,,,,,
2743,138,verkleinern,verkleinere,,verkleinerst,,verkleinert,verkleinerte,,verkleinert,,verkleinerte,,verkleinere,,,verkleinert,,haben,,,,,,
2744,138,ermessen,ermesse,,ermisst,,ermisst,ermaß,,ermessen,,ermäße,,ermiss,,,ermesst,,haben,,,,,,
2745,137,umfahren,umfahre,,umfährst,,umfährt,umfuhr,,umfahren,,umführe,,umfahre,umfahr,,umfahrt,,haben,,,,,,
2746,137,aufrichten,richte auf,,richtest auf,,richtet auf,richtete auf,,aufgerichtet,,richtete auf,,richte auf,,,richtet auf,,haben,,,,,,
2747,137,turnen,turne,,turnst,,turnt,turnte,,geturnt,,turnte,,turne,,,turnt,,sein,haben,,,,,
2748,137,bücken,bücke,,bückst,,bückt,bückte,,gebückt,,bückte,,bücke,,,bückt,,haben,,Jakub Schikaneder - Plecka (1887).jpg|mini|1|Eine sich ''bückende'' Landarbeiterin,,,,
2749,137,erachten,erachte,,erachtest,,erachtet,erachtete,,erachtet,,erachtete,,eracht,erachte,,erachtet,,haben,,,,,,
2750,137,anschreiben,schreibe an,,schreibst an,,schreibt an,schrieb an,,angeschrieben,,schriebe an,,schreib an,schreibe an,,schreibt an,,haben,,,,,,
2751,137,zersetzen,zersetze,,zersetzt,,zersetzt,zersetzte,,zersetzt,,zersetzte,,zersetz,zersetze,,zersetzt,,haben,,,,,,
2752,136,halbieren,halbiere,,halbierst,,halbiert,halbierte,,halbiert,,halbierte,,halbier,halbiere,,halbiert,,haben,,,,,,
2753,136,dampfen,dampfe,,dampfst,,dampft,dampfte,,gedampft,,dampfte,,dampfe,dampf,,dampft,,haben,,,,,,
2754,136,munkeln,munkle,,munkelst,,munkelt,munkelte,,gemunkelt,,munkelte,,munkle,,,munkelt,,haben,,,,,,
2755,136,posieren,posiere,,posierst,,posiert,posierte,,posiert,,posierte,,posiere,posier,,posiert,,haben,,Reconocimiento a Gabriela Sabatini.jpg|thumb|1|''Posieren'' für eine [[Photo]],,,,
2756,136,anlächeln,lächle an,,lächelst an,,lächelt an,lächelte an,,angelächelt,,lächelte an,,lächle an,lächel an,,lächelt an,,haben,,,,,,
